id,x,y,town, type, data
0,-564259,-1.2017e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,18654,18655,
1,-564086,-1.20165e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,4082,4083,
2,-564321,-1.20271e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,15301,15302,
3,-563719,-1.20149e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,17170,17171,17172,
4,-563952,-1.20228e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,4828,4829,
5,-564215,-1.20248e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,7687,7688,
6,-563017,-1.20182e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,20006,20007,
7,-563017,-1.20182e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,21752,
8,-563017,-1.20182e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,20044,20045,20046,20047,
9,-564204,-1.20171e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,23033,
10,-564072,-1.20336e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,9788,9789,
11,-564024,-1.20343e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,5568,
12,-563998,-1.20343e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,7392,7393,
13,-563992,-1.20349e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,1882,1883,
14,-563982,-1.20355e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,9818,
15,-563987,-1.20356e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,21892,21893,
16,-563959,-1.20348e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,8744,
17,-563944,-1.20347e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,22953,
18,-563928,-1.20347e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,18886,18887,18888,18889,
19,-563952,-1.20345e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,4342,4343,4344,
20,-563973,-1.20344e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,22241,
21,-564048,-1.20334e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,20913,20914,20915,20916,
22,-564042,-1.20331e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,3832,3833,
23,-564146,-1.20327e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,19890,19891,19892,19893,
24,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,19875,
25,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,8741,8742,8743,
26,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,9588,9589,
27,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,17854,17855,17856,
28,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,22954,22955,
29,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,1364,1365,1366,1367,1368,1369,
30,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,6351,
31,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,7021,7022,7023,7024,
32,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,10267,
33,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,3900,
34,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,861,
35,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,2116,2117,
36,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,11109,
37,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,11509,
38,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,22264,22265,
39,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,17130,17131,17132,
40,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,10930,10931,10932,
41,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,22673,22674,22675,22676,
42,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,19173,
43,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,1299,
44,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,14612,
45,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,4920,
46,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,8318,
47,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,15769,
48,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,3428,3429,
49,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,14566,14567,14568,
50,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,6940,6941,6942,
51,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,22951,
52,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,12165,12166,
53,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,11894,
54,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,10276,10277,10278,
55,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,12137,
56,-564301,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,13485,13486,
57,-564217,-1.20255e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,5707,
58,-563962,-1.20159e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,14742,14743,
59,-564241,-1.20297e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,3566,3567,
60,-564263,-1.20243e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,23673,
61,-564149,-1.20282e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,11924,
62,-564149,-1.20282e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,11626,11627,11628,11629,11630,11631,11632,
63,-564608,-1.20241e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,18696,18697,
64,-564608,-1.20241e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,18948,18949,18950,18951,
65,-563162,-1.20187e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,20444,20445,
66,-563162,-1.20187e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,3157,3158,
67,-564109,-1.20257e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,15484,15485,
68,-563796,-1.20238e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,11288,11289,11290,
69,-564105,-1.20271e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,7337,7338,7339,7340,
70,-564105,-1.20271e+06,Ho,,appartment, familyhouse,1,nhouseholds,2,,h1,6395,,h2,20454,20455,20456,
71,-564098,-1.2027e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,3399,3400,3401,
72,-564098,-1.2027e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,2769,2770,
73,-564005,-1.20261e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,944,
74,-564005,-1.20261e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,9221,9222,9223,
75,-564005,-1.20261e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,9528,9529,9530,
76,-564005,-1.20261e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,23438,23439,23440,23441,
77,-564005,-1.20261e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,8450,
78,-564005,-1.20261e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,3257,3258,3259,3260,
79,-564005,-1.20261e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,308,309,
80,-564005,-1.20261e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,23851,
81,-564005,-1.20261e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,17705,17706,17707,
82,-564005,-1.20261e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,22778,22779,
83,-564005,-1.20261e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,17559,17560,17561,
84,-564005,-1.20261e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,2150,2151,
85,-564005,-1.20261e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,2674,2675,
86,-563937,-1.20245e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,20930,20931,20932,20933,
87,-563937,-1.20245e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,19005,19006,19007,
88,-563053,-1.20179e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,23003,23004,23005,23006,23007,
89,-564074,-1.203e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,2104,2105,
90,-563949,-1.20335e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,37,38,
91,-564029,-1.20253e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,1593,1594,
92,-564033,-1.20254e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,9931,9932,9933,
93,-564040,-1.20255e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,21496,21497,
94,-564073,-1.20259e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,20586,20587,20588,20589,
95,-564105,-1.20264e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,8047,8048,8049,
96,-564130,-1.20268e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,7469,
97,-564130,-1.20268e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,4276,
98,-564130,-1.20268e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,10432,
99,-564130,-1.20268e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,21130,
100,-564130,-1.20268e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,9078,9079,9080,
101,-564140,-1.20269e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,14810,14811,14812,14813,
102,-564140,-1.20269e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,8362,8363,
103,-564151,-1.20271e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,23151,
104,-564151,-1.20271e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,12633,
105,-564151,-1.20271e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,9512,9513,
106,-564151,-1.20271e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,20777,20778,20779,20780,
107,-564151,-1.20271e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,5713,5714,5715,
108,-564151,-1.20271e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,2635,
109,-564151,-1.20271e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,19391,
110,-564230,-1.20273e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,21112,
111,-564313,-1.20273e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,5006,5007,5008,
112,-564313,-1.20273e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,16472,16473,16474,
113,-564313,-1.20273e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,15892,15893,15894,15895,
114,-564313,-1.20273e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,10951,10952,
115,-564313,-1.20273e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,1486,1487,1488,
116,-564313,-1.20273e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,22806,22807,22808,
117,-564313,-1.20273e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,3337,
118,-564313,-1.20273e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,1587,1588,
119,-564167,-1.20276e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,4564,4565,4566,4567,
120,-564174,-1.2028e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,3167,
121,-564174,-1.2028e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,385,386,
122,-564174,-1.2028e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,11528,11529,
123,-564174,-1.2028e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,8790,8791,
124,-564174,-1.2028e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,19569,
125,-564174,-1.2028e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,2027,2028,2029,
126,-564174,-1.2028e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,11468,11469,
127,-564174,-1.2028e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,11611,11612,11613,11614,
128,-564197,-1.20284e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,10095,10096,
129,-564197,-1.20284e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,10574,10575,
130,-564197,-1.20284e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,22867,
131,-564197,-1.20284e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,9838,
132,-564197,-1.20284e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,19826,19827,19828,19829,
133,-564197,-1.20284e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,7278,
134,-564205,-1.20286e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,1959,
135,-564310,-1.20291e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,9994,
136,-564310,-1.20291e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,17677,17678,17679,
137,-564310,-1.20291e+06,Ho,,appartment, familyhouse,1,nhouseholds,2,,h1,20363,,h2,10207,
138,-564310,-1.20291e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,11507,11508,
139,-564310,-1.20291e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,7114,
140,-564310,-1.20291e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,9154,9155,
141,-564333,-1.20268e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,17069,17070,
142,-564122,-1.20253e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,15118,15119,
143,-564024,-1.20253e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,4323,4324,4325,
144,-563982,-1.20269e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,15762,
145,-564409,-1.20262e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,11171,11172,
146,-564409,-1.20262e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,14166,14167,
147,-564415,-1.2026e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,20165,20166,20167,
148,-564415,-1.2026e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,11458,11459,
149,-564415,-1.2026e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,23783,23784,23785,
150,-564415,-1.2026e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,13038,13039,13040,13041,
151,-564415,-1.2026e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,6293,6294,
152,-564044,-1.20294e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,7997,7998,
153,-564189,-1.20283e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,14740,14741,
154,-564189,-1.20283e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,10,
155,-564189,-1.20283e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,11933,11934,11935,
156,-564189,-1.20283e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,28,
157,-564189,-1.20283e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,345,346,347,
158,-564550,-1.20232e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,4589,
159,-564547,-1.20233e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,2019,
160,-564539,-1.20235e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,4221,
